Product Name,Product ID,Review Text,Review Rating,Review Date,Reviewer Verified
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,"• Useless product Battery performance is not good, heating problem, display are separated due to battery problem",1.0,· 4 days ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,,4.0,· 6 days ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Nice Battery is very poor,3.0,· 14 days ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Simply awesome Camera is excellent performance 📸📈,5.0,· 1 month ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Just okay Battery backup is not go,3.0,· 1 month ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,"• Fabulous! Awesome.. my favourite phone so far.. display could have been 120hz and battery life could be better.. slight heating issue is there.. but camera, software, ai features.. loved it..🤩",5.0,· 2 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,,5.0,· 3 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Slightly disappointed After 2.5 years of usage writing this review. It worked well from May 2023 till Oct 2025 (suddenly stopped working/went off with no response). I did not expect it from Google pixel (just the hype).,2.0,· 3 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,"• Best in the market! Awesome Rituraj Hazarika , Upper Assam Division",5.0,· 4 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,,5.0,· 4 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,"• Useless product Battery performance is not good, heating problem, display are separated due to battery problem",1.0,· 4 days ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Very poor Heating issue calls not working,1.0,· 4 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,"5.0 • Terrific purchase Review for: Color Lemongrass • RAM 8 GB • Storage 128 GB Good 👍 samuel samuelcvini , Coimbatore Helpful",5.0,,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Terrible product Network issue. 5g not working,1.0,· 4 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Does the job Terrible heating issue,3.0,· 4 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Brilliant THIS IS DEDICATED TO ALL THE PEOPLE WHO WANT A FLAGSHIP AT AN AFFORDABLE PRICE. AND IS PLANNING TO BUY IN 2025-26. Great phone I would say. Don't expect too much. No heavy gaming and all. It may be c... more,5.0,· 4 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Useless product Motherboard failure. I do not recommend it.,1.0,· 4 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Very poor The phone has too many issues and have to get to rid of the phone in 2 years,1.0,· 4 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Terrific purchase Great product I purchased this for my father and it is working very smooth - Camera is excellent,5.0,· 4 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Super! Good Dipika Kumari  Nayak,5.0,· 5 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Good choice Google pixel 7 awesome camera,4.0,· 5 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,,5.0,· 4 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Super! Good Dipika Kumari  Nayak,5.0,· 5 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,,5.0,· 5 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,"5.0 • Fabulous! Review for: Color Lemongrass • RAM 8 GB • Storage 128 GB Good product Ramu Vishawkrma , Mumbai Helpful",5.0,,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,,5.0,· 5 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Don't waste your money Bettry not long time warking,1.0,· 5 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,,3.0,· 5 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Does the job Product is good I liked the design of the mobile but there is a heating issue I have been using this since one month after update also the heating issue did not resolved and sometimes finger print sen... more,3.0,· 5 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,,4.0,· 5 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Brilliant Phone is very nice 👍 but when you use log time then  phone is hitop,5.0,· 5 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Utterly Disappointed Battery powere down automatically charged dawn Bhupendra Nath  Sarkar,1.0,· 5 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Terrible product The mouthpiece is really bad.. most people complain about not being able to hear my voice over call,1.0,· 5 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,,5.0,· 5 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,"• Simply awesome One of my greatest mobile phone ever Flipkart Customer , Oragadam Industrial Area",5.0,· 5 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,"1.0 • Very poor Review for: Color Lemongrass • RAM 8 GB • Storage 128 GB Don't buy anything on flipkart Dharam Parakh , Thane Helpful for 2",1.0,,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,,5.0,· 6 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Wonderful Super Phone in this range...,4.0,· 6 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,,1.0,· 6 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Terrific purchase Great product from Google and excellent service from flipkart. I already using s24 ultra but don't feel that type of premium which Google product is giving. This is my first phone from Google and I love it.,5.0,· 6 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Fabulous! Best phone till now I have ever bought.,5.0,· 6 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Useless product Bad product call record not showing,1.0,· 6 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,"• Wonderful Super AMRISH  AASICK , Dharmapuri District",5.0,· 6 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Nice It is a decent product. But I bought this mobile mainly focusing on the camera but it didn't work well on portrait mode. Many problems faced in edge cutouts otherwise okay in normal mode. Missed a per... more,3.0,· 6 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Very poor Don't buy anything on flipkart,1.0,· 6 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Useless product Bad product call record not showing,1.0,· 6 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,• Brilliant Over all at This price point this is good product for those who want stock android experience and camera not for gamers,5.0,· 6 months ago,True
Google Pixel 7 Lemongrass 128 Gb,MOBGHW44ZSN5EPGU,"2.0 • Could be way better Review for: Color Lemongrass • RAM 8 GB • Storage 128 GB Bad Bickram  Pakhira , Paschim Medinipur District Helpful",2.0,,True
